RAM 5617/15825MB (lfb 247x4MB) SWAP 6/7912MB (cached 0MB) CPU [79%@2265,78%@2265,78%@2265,92%@2265,75%@2265,78%@2265,78%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 2% AO@44.5C GPU@52C Tdiode@47C PMIC@50C AUX@46C CPU@52C thermal@48.8C Tboard@43C GPU 0/0 CPU 11175/11175 SOC 3367/3367 CV 0/0 VDDRQ 1071/1071 SYS5V 3104/3104
RAM 5641/15825MB (lfb 220x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,85%@2265,98%@2265,85%@2265,85%@2265,84%@2265,87%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.95C Tboard@44C GPU 0/0 CPU 11481/11891 SOC 3061/3148 CV 0/0 VDDRQ 612/684 SYS5V 2903/2964
RAM 5733/15825MB (lfb 203x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,97%@2265,84%@2265,88%@2265,85%@2265,85%@2265,84%@2265,84%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11940/11891 SOC 3061/3148 CV 0/0 VDDRQ 612/684 SYS5V 2943/2964
RAM 5639/15825MB (lfb 221x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,98%@2265,85%@2265,86%@2265,86%@2265,86%@2265,86%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 12093/11892 SOC 3060/3148 CV 0/0 VDDRQ 612/684 SYS5V 2903/2964
RAM 5639/15825MB (lfb 220x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,98%@2265,85%@2265,85%@2265,85%@2265,85%@2265,85%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11787/11892 SOC 3061/3147 CV 0/0 VDDRQ 612/684 SYS5V 2943/2964
RAM 5736/15825MB (lfb 202x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,99%@2265,85%@2265,85%@2265,86%@2265,86%@2265,86%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.25C Tboard@43C GPU 0/0 CPU 11787/11891 SOC 3061/3147 CV 0/0 VDDRQ 612/684 SYS5V 2943/2964
RAM 5819/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,97%@2265,86%@2265,85%@2265,84%@2265,84%@2265,85%@2265,84%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56C Tdiode@48.75C PMIC@50C AUX@48C CPU@55.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 13613/11894 SOC 3212/3147 CV 0/0 VDDRQ 764/684 SYS5V 3024/2964
RAM 5682/15825MB (lfb 218x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,100%@2265,85%@2265,86%@2265,86%@2265,85%@2265,85%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.85C Tboard@43C GPU 0/0 CPU 12848/11896 SOC 3671/3148 CV 0/0 VDDRQ 1070/685 SYS5V 3144/2964
RAM 5683/15825MB (lfb 218x4MB) SWAP 6/7912MB (cached 0MB) CPU [83%@2265,82%@2265,100%@2265,81%@2265,81%@2265,81%@2265,83%@2265,83%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@56C Tdiode@49C PMIC@50C AUX@48.5C CPU@55.5C thermal@52.85C Tboard@43C GPU 0/0 CPU 12695/11897 SOC 3671/3149 CV 0/0 VDDRQ 1223/686 SYS5V 3225/2965
RAM 5856/15825MB (lfb 183x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,100%@2265,84%@2265,85%@2265,85%@2265,84%@2265,84%@2265] EMC_FREQ 9%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54C thermal@52.55C Tboard@44C GPU 0/0 CPU 11634/11897 SOC 3366/3150 CV 0/0 VDDRQ 765/686 SYS5V 3024/2965
RAM 5857/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,99%@2265,88%@2265,87%@2265,87%@2265,87%@2265,88%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@44C GPU 0/0 CPU 11175/11896 SOC 3214/3150 CV 0/0 VDDRQ 765/686 SYS5V 2983/2965
RAM 5848/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,99%@2265,88%@2265,88%@2265,87%@2265,86%@2265,88%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.25C Tboard@44C GPU 0/0 CPU 11175/11894 SOC 3214/3150 CV 0/0 VDDRQ 765/686 SYS5V 2943/2965
RAM 5838/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,88%@2265,100%@2265,87%@2265,88%@2265,87%@2265,88%@2265,87%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11481/11894 SOC 3214/3150 CV 0/0 VDDRQ 765/686 SYS5V 2983/2965
RAM 5832/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [95%@2265,87%@2265,93%@2265,87%@2265,87%@2265,87%@2265,86%@2265,86%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.75C Tboard@44C GPU 0/0 CPU 11481/11893 SOC 3214/3150 CV 0/0 VDDRQ 765/686 SYS5V 2983/2965
RAM 5871/15825MB (lfb 181x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,87%@2265,87%@2265,99%@2265,86%@2265,87%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11481/11892 SOC 3214/3150 CV 0/0 VDDRQ 765/686 SYS5V 2983/2965
RAM 5739/15825MB (lfb 198x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,87%@2265,88%@2265,99%@2265,87%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11634/11892 SOC 3061/3150 CV 0/0 VDDRQ 612/686 SYS5V 2943/2965
RAM 5706/15825MB (lfb 206x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,89%@2265,87%@2265,100%@2265,86%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.05C Tboard@44C GPU 0/0 CPU 11634/11891 SOC 3061/3150 CV 0/0 VDDRQ 612/686 SYS5V 2943/2965
RAM 5688/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,88%@2265,88%@2265,99%@2265,86%@2265,87%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.45C Tboard@44C GPU 0/0 CPU 11481/11891 SOC 3061/3150 CV 0/0 VDDRQ 612/686 SYS5V 2943/2965
RAM 5688/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,88%@2265,88%@2265,89%@2265,99%@2265,88%@2265,89%@2265,89%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@51.75C Tboard@44C GPU 0/0 CPU 11634/11890 SOC 3061/3150 CV 0/0 VDDRQ 612/686 SYS5V 2943/2965
RAM 5688/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,86%@2265,87%@2265,87%@2265,99%@2265,86%@2265,87%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@52.05C Tboard@43C GPU 0/0 CPU 11175/11889 SOC 3061/3149 CV 0/0 VDDRQ 612/686 SYS5V 2943/2965
RAM 5689/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,88%@2265,88%@2265,99%@2265,86%@2265,87%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.05C Tboard@43C GPU 0/0 CPU 10869/11887 SOC 3061/3149 CV 0/0 VDDRQ 612/686 SYS5V 2943/2965
RAM 5688/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,88%@2265,88%@2265,99%@2265,88%@2265,89%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.45C Tboard@43C GPU 0/0 CPU 11175/11886 SOC 3061/3149 CV 0/0 VDDRQ 612/686 SYS5V 2943/2965
RAM 5688/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [97%@2265,88%@2265,88%@2265,87%@2265,89%@2265,87%@2265,89%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@51.45C Tboard@43C GPU 0/0 CPU 10873/11885 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5688/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [96%@2265,92%@2265,87%@2265,88%@2265,87%@2265,87%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@51.45C Tboard@43C GPU 0/0 CPU 10720/11883 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5750/15825MB (lfb 196x4MB) SWAP 6/7912MB (cached 0MB) CPU [100%@2265,87%@2265,88%@2265,88%@2265,88%@2265,88%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@53.5C Tdiode@49C PMIC@50C AUX@48C CPU@53C thermal@51.75C Tboard@43C GPU 0/0 CPU 10720/11881 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5871/15825MB (lfb 177x4MB) SWAP 6/7912MB (cached 0MB) CPU [99%@2265,87%@2265,88%@2265,87%@2265,87%@2265,87%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48C CPU@53.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 10716/11879 SOC 3061/3148 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5871/15825MB (lfb 177x4MB) SWAP 6/7912MB (cached 0MB) CPU [90%@2265,96%@2265,87%@2265,88%@2265,87%@2265,88%@2265,87%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 11022/11877 SOC 3061/3148 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5867/15825MB (lfb 178x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,100%@2265,87%@2265,88%@2265,87%@2265,87%@2265,87%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@53.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@53C thermal@51.45C Tboard@43C GPU 0/0 CPU 11175/11876 SOC 3214/3148 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5855/15825MB (lfb 180x4MB) SWAP 6/7912MB (cached 0MB) CPU [98%@2265,88%@2265,87%@2265,87%@2265,87%@2265,87%@2265,86%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 11175/11875 SOC 3214/3149 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5690/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [100%@2265,85%@2265,85%@2265,85%@2265,85%@2265,85%@2265,85%@2265,85%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@55C thermal@52.05C Tboard@43C GPU 0/0 CPU 13307/11877 SOC 3365/3149 CV 0/0 VDDRQ 917/685 SYS5V 3064/2965
RAM 5630/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [100%@2265,84%@2265,84%@2265,84%@2265,83%@2265,84%@2265,84%@2265,84%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 1% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@52.35C Tboard@43C GPU 0/0 CPU 12700/11879 SOC 3671/3150 CV 0/0 VDDRQ 1070/686 SYS5V 3185/2965
RAM 5834/15825MB (lfb 188x4MB) SWAP 6/7912MB (cached 0MB) CPU [99%@2265,87%@2265,88%@2265,88%@2265,87%@2265,87%@2265,87%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.45C Tboard@43C GPU 0/0 CPU 12093/11879 SOC 3060/3150 CV 0/0 VDDRQ 612/686 SYS5V 2943/2965
RAM 5742/15825MB (lfb 199x4MB) SWAP 6/7912MB (cached 0MB) CPU [100%@2265,85%@2265,87%@2265,86%@2265,87%@2265,86%@2265,86%@2265,87%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.05C Tboard@43C GPU 0/0 CPU 12093/11879 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2965
RAM 5772/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [100%@2265,86%@2265,86%@2265,86%@2265,86%@2265,86%@2265,86%@2265,87%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.05C Tboard@43C GPU 0/0 CPU 12247/11880 SOC 3060/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2965
RAM 5716/15825MB (lfb 205x4MB) SWAP 6/7912MB (cached 0MB) CPU [100%@2265,86%@2265,86%@2265,86%@2265,87%@2265,86%@2265,86%@2265,86%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@51.95C Tboard@43C GPU 0/0 CPU 12394/11881 SOC 3060/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2965
RAM 5652/15825MB (lfb 215x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,86%@2265,86%@2265,85%@2265,86%@2265,85%@2265,85%@2265,96%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 12093/11881 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2965
RAM 5619/15825MB (lfb 215x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,85%@2265,85%@2265,85%@2265,84%@2265,86%@2265,99%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 11940/11881 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2965
RAM 5713/15825MB (lfb 205x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,85%@2265,85%@2265,87%@2265,85%@2265,86%@2265,100%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 11940/11881 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2964
RAM 5774/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,87%@2265,87%@2265,86%@2265,87%@2265,86%@2265,99%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.25C Tboard@43C GPU 0/0 CPU 11787/11881 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2964
RAM 5661/15825MB (lfb 213x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,84%@2265,84%@2265,83%@2265,84%@2265,83%@2265,82%@2265,100%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48C CPU@55C thermal@52.25C Tboard@43C GPU 0/0 CPU 13001/11883 SOC 3518/3149 CV 0/0 VDDRQ 1070/685 SYS5V 3185/2965
RAM 5711/15825MB (lfb 201x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,84%@2265,84%@2265,85%@2265,85%@2265,86%@2265,86%@2265,98%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 12394/11884 SOC 3213/3149 CV 0/0 VDDRQ 765/685 SYS5V 2983/2965
RAM 5720/15825MB (lfb 199x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,87%@2265,86%@2265,85%@2265,86%@2265,86%@2265,99%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54C thermal@51.95C Tboard@43C GPU 0/0 CPU 12093/11884 SOC 3060/3149 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5724/15825MB (lfb 199x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,86%@2265,85%@2265,85%@2265,84%@2265,85%@2265,85%@2265,98%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@43C GPU 0/0 CPU 11940/11884 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2965
RAM 5727/15825MB (lfb 199x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,84%@2265,85%@2265,84%@2265,85%@2265,85%@2265,84%@2265,98%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.95C Tboard@43C GPU 0/0 CPU 11787/11884 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2965
RAM 5780/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,86%@2265,86%@2265,86%@2265,86%@2265,86%@2265,99%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@43C GPU 0/0 CPU 11940/11884 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2964
RAM 5751/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,86%@2265,86%@2265,85%@2265,86%@2265,86%@2265,99%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54C thermal@51.95C Tboard@43C GPU 0/0 CPU 11940/11884 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2903/2964
RAM 5729/15825MB (lfb 199x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,85%@2265,86%@2265,85%@2265,86%@2265,85%@2265,99%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@43C GPU 0/0 CPU 12093/11885 SOC 3060/3148 CV 0/0 VDDRQ 612/685 SYS5V 2903/2964
RAM 5672/15825MB (lfb 211x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,84%@2265,85%@2265,85%@2265,84%@2265,85%@2265,85%@2265,99%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.95C Tboard@43C GPU 0/0 CPU 11940/11885 SOC 3061/3148 CV 0/0 VDDRQ 612/685 SYS5V 2903/2964
RAM 5726/15825MB (lfb 199x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,84%@2265,85%@2265,98%@2265,86%@2265,86%@2265,87%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.75C Tboard@43C GPU 0/0 CPU 12093/11885 SOC 3061/3148 CV 0/0 VDDRQ 612/685 SYS5V 2903/2964
RAM 5672/15825MB (lfb 214x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,84%@2265,84%@2265,84%@2265,100%@2265,83%@2265,84%@2265,84%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@51.75C Tboard@43C GPU 0/0 CPU 13154/11887 SOC 3671/3149 CV 0/0 VDDRQ 1070/685 SYS5V 3185/2964
RAM 5761/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,87%@2265,87%@2265,86%@2265,99%@2265,86%@2265,86%@2265,86%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.55C Tboard@43C GPU 0/0 CPU 12848/11889 SOC 3518/3150 CV 0/0 VDDRQ 917/686 SYS5V 3144/2965
RAM 5643/15825MB (lfb 218x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,86%@2265,85%@2265,98%@2265,86%@2265,86%@2265,86%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.55C Tboard@43C GPU 0/0 CPU 11787/11888 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5760/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,86%@2265,86%@2265,99%@2265,87%@2265,87%@2265,86%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 11328/11888 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
RAM 5642/15825MB (lfb 218x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,85%@2265,84%@2265,98%@2265,84%@2265,86%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 11940/11888 SOC 3061/3149 CV 0/0 VDDRQ 612/685 SYS5V 2943/2965
